Date,Predicted_Price
2025-04-20,0.48312381355426365
2025-04-21,-0.14794600111157802
2025-04-22,0.17617508702513357
2025-04-23,0.2845968719219928
2025-04-24,-0.040584174213326024
2025-04-25,0.20543409136787663
2025-04-26,0.3233905863465077
2025-04-27,0.626806220092871
2025-04-28,0.022487650897803562
2025-04-29,-0.15850674893874017
2025-04-30,0.28726885359693344
2025-05-01,0.23401374918570908
2025-05-02,-0.17797349724834832
2025-05-03,-0.11652934568429114
2025-05-04,0.15877553364049343
2025-05-05,0.09199991703591225
2025-05-06,0.015476437145075189
2025-05-07,0.23362211551614265
2025-05-08,-0.12254381522105742
2025-05-09,-0.11485616176911922
2025-05-10,0.11117331936197584
2025-05-11,0.08821963231033095
2025-05-12,0.1609202889762481
2025-05-13,-0.08564335722291452
2025-05-14,-0.17420423682816985
